Connectivity,Ethernet Switch,switching speed ( + measuring CPU load ),"The ""switching speed"" refers to the maximum data transfer rate supported by an Ethernet switch, typically measured in Gigabits per second (Gbps), which affects the overall system performance and CPU load when processing network traffic."
Connectivity,Ethernet Switch,PTP TC,"""PTP TC (Precision Time Protocol Timing Controller): A hardware component responsible for generating and transmitting timing information over Ethernet networks in automotive applications to ensure precise synchronization of vehicle systems."""
Connectivity,Ethernet Switch,TO BE DONE ,"""The TO BE DONE term refers to a software-defined networking technology that enables automated configuration and management of Ethernet switches in automotive systems."""
Graphics,Graphics Platform,Vulkan 1.1 (Wayland),"Vulkan 1.1 (Wayland): A graphics API and graphics platform that enables developers to create high-performance, cross-platform graphics applications for automotive systems, utilizing the Wayland protocol as its display interface."
Graphics,Graphics Platform,Vulkan 1.1 (Andorid),"Vulkan 1.1 (Android): A graphics API that provides a low-overhead, cross-platform framework for rendering 2D and 3D graphics on Android devices, allowing for efficient and high-performance graphics processing in automotive systems."
Graphics,Graphics Platform,GPU Information Interface,"The GPU Information Interface is a software component that provides standardized access to Graphics Processing Unit (GPU) characteristics and capabilities, enabling efficient integration with graphics-related systems and applications."
Graphics,Graphics Platform,GPU SysFS User Interface,The GPU SysFS User Interface is a system file interface that provides a standardized and efficient way for applications to access and control Graphics Processing Unit (GPU) settings and performance parameters in Linux-based automotive systems.
Graphics,Graphics Platform,EGL 1.4 STANDARD(Android),"EGL (Embedded Graphics Library) 1.4 Standard is a specification that defines a set of APIs and protocols for rendering graphics on Android-based systems, enabling the development of high-performance, power-efficient graphics applications in automotive infotainment systems."
Graphics,Graphics Platform,EGL 1.4 Standard(Wayland),"The EGL 1.4 Standard (Wayland) refers to an open-standard graphics interface that enables communication between display devices and host systems, providing a platform for rendering and processing graphical data in automotive applications using Linux-based Wayland technology."
Graphics,Graphics Platform,OPENCL 2.0 FULL PROFILE STANDARD,"The Graphics/Platform term ""OPENCL 2.0 FULL PROFILE STANDARD"" is an industry-wide standard for open-source parallel programming that enables developers to leverage heterogeneous processing units, including GPUs and CPUs, to accelerate compute-intensive workloads in automotive systems."
Graphics,Graphics Platform,OPENGL ES 1.1 STANDARD,"The OpenGL ES 1.1 Standard is a widely adopted, low-level graphics API that provides a set of libraries and protocols for rendering two-dimensional and three-dimensional graphics on embedded systems and mobile devices in the automotive industry."
Graphics,Graphics Platform,OPENGL ES 2.0 STANDARD,"The OpenGL ES 2.0 Standard is a widely adopted, vendor-independent API for rendering 2D and 3D graphics on embedded systems, enabling the development of high-performance, power-efficient graphics applications for automotive in-vehicle infotainment systems."
Graphics,Graphics Platform,OPENGL ES 3.0 STANDARD,"The OpenGL ES 3.0 standard is a widely adopted, cross-platform graphics API that enables the development of high-performance, visually rich graphics and multimedia applications for automotive infotainment systems."
Graphics,Graphics Platform,OPENGL ES 3.1 STANDARD,"The OpenGL ES 3.1 standard is an open-source graphics API used for rendering high-performance 2D and 3D graphics on embedded systems, such as automotive infotainment displays, adhering to the latest industry standards."
Graphics,Graphics Platform,OPENGL ES 3.2 STANDARD,"The OpenGL ES 3.2 standard is a widely-used, royalty-free graphics API that provides a set of programming interfaces for developing high-performance, 3D graphics and visual effects in automotive systems."
Graphics,Graphics Platform,GPU Memory Profiling,"GPU Memory Profiling: The process of monitoring and analyzing the memory usage patterns of graphics processing units (GPUs) in real-time, enabling developers to optimize graphics rendering performance by identifying memory-intensive operations and allocating resources more efficiently."
Multimedia,Graphics Platform,Display 10BPC,"The ""Display 10BPC"" refers to a graphics display capability that can render high-resolution images with a pixel density of 10 bits per color component (BPC), providing a more detailed and vibrant visual experience in automotive infotainment systems."
Multimedia,Graphics Platform,DisplayPort,"DisplayPort: A digital video interface standard that allows for high-speed transmission of audio and video signals over a single cable, used in the graphics platform to enable multiple display configurations."
Multimedia,Graphics Platform,H/W Overlay,"The ""H/W Overlay"" refers to a software component that provides a graphical overlay on top of hardware-accelerated graphics processing units (GPUs) to enhance the rendering and display capabilities for automotive in-vehicle information systems."
Multimedia,Graphics Platform,HDP,"The High-Definition Playback (HDP) is a Graphics Platform feature that enables the playback of high-definition images and videos on automotive displays, providing crystal-clear visual experiences for drivers and passengers."
Multimedia,Graphics Platform,libdrm KMS ioctls Support,"The Linux developers' glossary: ""Libdrm KMS ioctls support refers to the integration of the Direct Rendering Manager (DRM) library with the Kernel Mode Setting (KMS) interface, enabling the system's graphics platform to utilize kernel-level functions for efficient and secure management of display resources."""
Multimedia,Graphics Platform,MST,"The Multimedia/ Graphics Platform/MST (Media Streaming Technology) enables efficient transmission and decoding of graphics-rich content across vehicle networks, enhancing the in-car entertainment experience for drivers and passengers."
Multimedia,Graphics Platform,Multiple Display to DP/DSI,"The Multiple Display to DP/DSI feature enables the simultaneous display of multiple graphics surfaces on external monitors via Digital Visual Interface (DVI), DisplayPort (DP), or Display Serial Interface (DSI) connectors, allowing for enhanced in-vehicle infotainment and navigation experiences."
Multimedia,Graphics Platform,DSI,"The Digital Display Interface (DSI) is a graphics interface standard used for high-resolution displays in automotive applications, enabling the transmission of video and image data between devices."
Multimedia,Scaler,Scaling/Cropping/Rotation/Flipping/Color Space Conversion,"The process of scaling/cropping/rotation/flipping/color space conversion enables the efficient manipulation and rendering of multimedia content for automotive systems, such as displaying high-quality images or videos on in-car infotainment screens while minimizing computational resources."
Multimedia,GEM,Graphics Execution Manager,"The Graphics Execution Manager (GEM) is a middleware layer that manages graphics rendering and execution on Linux-based systems for automotive applications, providing a abstraction layer between the operating system and graphics hardware to enable efficient and flexible graphics processing."
Multimedia,UBM,Local Domain Connection,Local Domain Connection: A UBM feature that enables vehicles to establish and maintain a connection with a local domain server for seamless multimedia content delivery and vehicle-to-infrastructure communication.
Multimedia,UBM,Remote Domain Connection,"The Multimedia > UBM > Remote Domain Connection feature allows for secure and reliable wireless connectivity between vehicles and the cloud-based Universal Broadcast Module (UBM) infrastructure, enabling seamless data transfer and synchronization."
Multimedia,HWC HAL,Non-secure Buffer Video Playback Support,"Non-secure Buffer Video Playback Support: The capability to playback video content from non-secure buffers, allowing for the display of multimedia data in vehicle infotainment systems without compromising the security and integrity of the underlying system."
Multimedia,HWC HAL,Secure Buffer Video Playback Support,"""Secure Buffer Video Playback Support: Enables secure playback of video content by validating and verifying the integrity of buffer data within the HWC (Human-Machine Interface) HAL, ensuring safe and trusted multimedia rendering in automotive systems."""
Multimedia,HWC HAL,Source Buffer Client Composition Support,"The Multimedia/HWC HAL/Source Buffer Client Composition Support refers to the capability for the HWC (Head-Up Display) HAL (Hardware Abstraction Layer) to manage and compose multiple source buffers, such as video and audio streams, to create a unified multimedia experience."
Multimedia,HWC HAL,DRM HWC Display,DRM HWC Display: A feature that enables secure and compliant display of high-resolution graphics and video content for in-vehicle infotainment systems on Head-Worn Displays (HWDs) through the integration with a Hardware Abstraction Layer (HAL).
Multimedia,DMA ,DMA Heap,"The Multimedia > DMA > DMA Heap term is: ""A designated memory area used by the Linux-based automotive multimedia system for storing and managing Direct Memory Access (DMA) buffers."""
Multimedia,Audio Interface,I2S/TDM Speaker in Audio Interface,I2S/TDM speaker in the audio interface refers to an integrated circuit that supports both Inter-IC Sound (I2S) and Time-Division Multiplexing (TDM) protocols for transmitting high-quality digital audio signals.
Multimedia,Audio Firmware,DSP in abox fw,A digital signal processor (DSP) is embedded within an audio box firmware to efficiently process and manipulate audio signals for advanced automotive infotainment systems.
Multimedia,Audio Firmware,I2S/TDM Mic in Audio Firmware,"I2S/TDM Mic in Audio Firmware refers to the integration of Inter-IC Sound (I2S) or Time-Division Multiplexing (TDM) interfaces with microphones within the audio firmware, enabling high-quality digital audio data transfer for automotive multimedia applications."
Multimedia,Audio Firmware,I2S/TDM Speaker in Audio Firmware,"I2S/TDM speaker refers to a type of audio interface that uses the Inter-IC Sound (I2S) or Time-Division Multiplexing (TDM) protocol to transmit digital audio signals between devices, supporting high-quality, multi-channel audio playback in automotive systems."
Multimedia,Audio Firmware,Routing,"In the context of audio firmware, routing refers to the configuration settings that dictate how audio signals are processed and directed within a system, enabling efficient and optimized audio processing for automotive applications."
Multimedia,System MMU,System MMU,"The System MMU (Multimedia Middleware Unit) is a software component that manages and optimizes the playback and rendering of multimedia content within the vehicle's infotainment system, providing features such as seamless switching between audio and video sources."
Video,Video,H.264 Decoding,"""H.264 decoding refers to the process by which an automotive system's video processing module efficiently and accurately decompresses and interprets encoded video data using the H.264 (MPEG-4 AVC) compression standard."""
Video,Video,H.264 Encoding,"H.264 Encoding: A video compression standard used to reduce the bitrate and size of video streams, allowing for efficient transmission and storage of high-quality video content in automotive systems."
Video,Video,HEVC Decoding,"""HEVC Decoding: High-Efficiency Video Coding (HEVC) decoding capability for compressing and decompressing video data used in automotive applications."""
Video,Video,HEVC Encoding,"HEVC (High-Efficiency Video Coding) encoding refers to a video compression technology used for efficiently storing and transmitting high-quality video content in automotive applications, such as advanced driver-assistance systems (ADAS)."
Video,Video,Multi-Instance Decoding/Encoding,"""Multi-Instance Decoding/Encoding: A video processing feature that enables simultaneous decoding and encoding of multiple video instances or streams, allowing for efficient handling of complex video workflows in automotive applications."""
Video,Video,VP9 Decoding,"""VP9 Decoding: A video decoding technology that enables the efficient and high-quality playback of video content encoded using the VP9 codec, a royalty-free format for compressing and decompressing digital video."""
Video,Video,VP9 Encoding,"""VP9 Encoding: A video compression algorithm that allows for efficient encoding and decoding of video data, used in the Linux-based system for automotive industry to reduce file size and improve playback performance."""
Video,Video,AV1 Decoding,"AV1 Decoding: A technology that enables the decoding and playback of Advanced Video Coding (AV1) video streams within automotive systems, allowing for efficient and high-quality video rendering."
Video,SMFC,JPEG Decoding/Encoding,"""JPEG Decoding/Encoding: A feature that enables the efficient and accurate processing of compressed images, specifically JPEG format, within a vehicle's infotainment system."""
POWER,ACPM,ACPM Framework,"The ACPM Framework is an automotive-specific power management framework that enables efficient and adaptive control of electrical loads in vehicles, facilitating advanced driver assistance systems (ADAS) and electric vehicle functions."
POWER,BTS,BTS ,"In the POWER > BTS category, BTS stands for Battery Thermal System, which is a feature that regulates the temperature of vehicle batteries to optimize their performance and longevity in various operating conditions."
POWER,CMU,CMU,"""CMU (Central Management Unit): A hardware or software component that manages and controls various systems and functions within the vehicle, including powertrain, chassis, and body control modules."""
POWER,ECT,Exynos Characteristic Table,"The Power > ECT (Electronic Control) category defines the ""Exynos Characteristic Table"" as a proprietary data structure used by the Exynos microcontroller to store and manage the characteristics of automotive systems, enabling advanced control and optimization algorithms."
POWER,PMIC,Power Management Integrated Circuit  driver support,"The Power Management Integrated Circuit (PMIC) driver support enables communication between the vehicle's onboard computer and the PMIC, facilitating power management functions such as voltage regulation and load switching."
POWER,PMIC RTC,Samsung PMIC RTC driver support,"The Samsung PMIC RTC driver support is a feature that enables Linux-based systems for the automotive industry to integrate with Real-Time Clock (RTC) modules from Samsung's Power Management ICs (PMICs), facilitating accurate timekeeping and system synchronization."
POWER,ACPM DVFS Plugin,ACPM DVFS Plugin,"The ACPM (Adaptive CPU Power Management) DVFS (Dynamic Frequency and Voltage Scaling) Plugin is a software component that dynamically adjusts the processor's frequency and voltage to optimize power consumption, thermal management, and performance in automotive applications."
POWER,DTM,Temperature Measurment,Temperature Measurement: The capability to measure and record temperature data from various sensors within the vehicle's powertrain and other systems for diagnostic purposes and performance optimization.
POWER,DTM,Tripping Control,"The Power/DTM/Tripping Control refers to a system that monitors and controls the battery voltage, ensuring it remains within a safe range while preventing excessive discharge or overcharge events."
POWER,SUSPEND TO RAM,S2R,"When a system is suspended to RAM (S2R), it means that the operating system saves the current state of all running applications and processes in volatile memory, allowing for quick restoration upon resuming from the suspended state."
SECURITY,CRYPTOMANAGER,SSS AES CONTROL,"The Cryptomanager's Secure Socket Service (SSS) AES Control refers to the mechanism for securely encrypting and decrypting data transmitted over sockets using Advanced Encryption Standard (AES) algorithms, ensuring secure communication between automotive systems."
SECURITY,Secure Boot,Android Verified Boot,"""Android Verified Boot (AVB) ensures the authenticity and integrity of automotive software updates by verifying digital signatures and encrypting boot images for secure firmware updates."""
SECURITY,Secure Boot,Secure Boot,Secure Boot: A security mechanism that ensures the authenticity and integrity of firmware components during the boot process by verifying their digital signatures against a trusted key store before allowing system startup.
SECURITY,Secure Boot,Firmware Secure Boot,"A firmware secure boot ensures that the Linux-based system boots with a trusted and validated boot loader, preventing unauthorized code execution at startup by verifying the digital signature of the bootloader against a trusted public key."
SECURITY,OTP,OTP Programming/Reading,One-Time Password (OTP) programming/reading refers to the process of generating and verifying secure authentication codes used for secure login and data access in automotive systems.
SECURITY,Flash Memory Protector,FMP File Based Encryption,"The FMP (Flash Memory Protector) File-Based Encryption feature securely encrypts data stored on flash memory storage devices used in automotive systems, ensuring confidentiality and integrity of sensitive information."
SECURITY,Flash Memory Protector,FMP Metadata Encryption,The FMP Metadata Encryption is a security feature that encrypts metadata stored on flash memory devices to prevent unauthorized access and protect against data theft in automotive systems.
SECURITY,DRAM Encryption, DEE for support DRAM encryption of EL3 monitor,"DEE (Device Enclave Engine) refers to the technology supporting the encryption of Data RAM (DRAM) used in automotive systems' EL3 (Embedded Linux Layer 3) monitors, ensuring secure memory access and confidentiality."
SECURITY,DRAM Encryption, DEE for support DRAM encryption of Secure OS,"""DEE (Dynamic Encryption Engine): A cryptographic engine that provides support for secure memory encryption on Secure OS, ensuring the confidentiality and integrity of data stored in dynamic random-access memory (DRAM)."""
SECURITY,Binary Encryption,Binary Encryption for EL3/LDFW,"Binary encryption for EL3/LDFW refers to the secure encryption process that protects electronic license plates (EL3) and license document front covers (LDFW) by converting data into unreadable binary code, ensuring confidentiality and integrity of sensitive information."
SECURITY,Secure Monitor,EPBL/EL3 Monitor,"The EPBL/EL3 Monitor is a software component that monitors and manages Exceptional Program Behavior Layer (EPBL) and External Level 3 (EL3) exceptions, ensuring secure handling of potential security breaches in automotive systems."
SECURITY,RTIC,Generate Hash Value,"""Generate Hash Value: A security feature that creates a digital fingerprint of electronic control unit (ECU) software and hardware components, allowing for secure authentication and verification of system integrity."""
SECURITY,Secure OS,Secure OS,"A Secure Operating System is a Linux-based OS that implements robust security features and controls to prevent unauthorized access, ensure data confidentiality and integrity, and provide real-time monitoring and reporting of system activities."
SECURITY,DRM,Widevine DRM,"Widevine DRM is a digital rights management (DRM) solution that enables secure playback and content protection for automotive infotainment systems, ensuring copyright compliance and user authentication."
SECURITY,MAC,SELinux,"""SELinux (Security-Enhanced Linux) is a Mandatory Access Control (MAC) system that enforces a strict access control policy on Linux systems to prevent unauthorized access to resources."""
SECURITY,Gatekeeper,Gatekeeper,"The Gatekeeper is a Linux-based security framework that provides an additional layer of access control and authentication for automotive systems, ensuring secure communication and data exchange between various components."
SECURITY,Keymint,Keymint,"""Keymint: A proprietary encryption mechanism developed by the automotive industry consortium, ensuring secure communication between vehicles and the cloud through authenticated key exchange and data encryption."""
SECURITY,RPMB,RPMB,"""RPMB (Role-Based Privilege Management and Binding) refers to a security feature that manages access control and privilege elevation for automotive systems by assigning specific roles and permissions to users or entities."""
STORAGE,UFS,Data read and write,"In the UFS (Universal Flash Storage) category of STORAGE, ""Data read and write"" refers to the ability to efficiently transfer data between a storage device and the host system."
STORAGE,UFS,Device enumeration,"""Device enumeration is a UFS storage feature that allows systems to automatically detect and list connected storage devices, simplifying the process of adding or removing storage media."""
STORAGE,UFS,Device error handling,"""Device Error Handling: Mechanism for detecting and responding to errors that occur on Universal Flash Storage (UFS) devices, ensuring reliable data retrieval and system stability in the automotive industry."""
STORAGE,UFS,Data read and write with HPT,Data read and write with HPT (Hybrid Positioning Technology) enables UFS (Universal Flash Storage) systems to efficiently transfer data between the storage device and the host system while improving overall performance and reliability in automotive applications.
STORAGE,UFS,Device enumeration with HPT,Device enumeration with HPT (Host Port Technology) enables the identification and configuration of Universal Flash Storage (UFS) devices connected to a vehicle's in-vehicle network.
STORAGE,UFS,Device error handling with HPT,"Device error handling with HPT: A mechanism that enables the UFS (Universal Flash Storage) device to detect and recover from errors that occur during data transfer, ensuring reliable storage and retrieval of automotive systems' critical data."
STORAGE,UFS,Gear5 Interface,The Gear5 Interface is a proprietary protocol used by UFS (Universal Flash Storage) systems to manage high-speed data transfers between automotive control units and storage devices.
STORAGE,UFS,PH/VH weight scheduling,"In UFS storage, PH/VH weight scheduling is a technique that adjusts the priority of I/O operations based on the physical (PH) and virtual (VH) block handling weights to optimize storage performance and efficiency."
STORAGE,UFS,Multi Channel Queue with SPI,"""In UFS (Unified File System), Multi-Channel Queue with SPI enables concurrent data transfer across multiple storage channels, improving overall system performance and reducing latency in automotive systems."""
STORAGE,UFS,Multi Channel Queue with ESI,"The STORAGE/UFS/Multi Channel Queue with ESI term is: A high-performance storage feature that enables multiple channels of data transfer in parallel, utilizing Extended Storage Interface (ESI) to optimize the allocation and management of memory-mapped I/O operations."
STORAGE,UFS,Multi Channel Queue with SPI and HPT,The Multi Channel Queue with SPI and HPT is a storage management system that allows for concurrent data transfer across multiple channels using SPI (Serial Peripheral Interface) and HPT (Hierarchical Priority Transfer) mechanisms to optimize UFS (Universal Flash Storage) performance.
STORAGE,UFS,Multi Channel Queue with ESI and HPT,A multi-channel queue with Extended Synchronization Interface (ESI) and Hierarchical Priority Targeting (HPT) is a storage management feature that enables efficient handling of concurrent I/O requests from multiple channels while prioritizing critical operations.
SYSTEM,Mailbox,Mailbox-H,"In the SYSTEM > Mailbox category, ""Mailbox-H"" refers to a high-level mailbox that serves as an abstraction layer for multiple low-level mailboxes, enabling efficient communication between automotive systems."
SYSTEM,DMA,DMA I/F,"The SYSTEM/DMA/DMA I/F: A mechanism that enables communication between the system's memory and external peripherals such as sensors or actuators in the automotive industry, facilitating data transfer and improving overall system performance."
SYSTEM,Debugging,Debug Snapshot,"A system for automotive industry! Here is your glossary entry:

The Debug Snapshot feature allows developers to capture and save a snapshot of the system's current state, including variables, logs, and memory dumps, facilitating debugging and problem resolution in complex automotive systems."
SYSTEM,Debugging,Dump GPR,"""Dump GPR: A system debugging feature that captures the current state of General Purpose Registers (GPRs) in real-time, allowing developers to analyze and troubleshoot issues with register values."""
SYSTEM,Debugging,PC Value extraction through Coresight on Panic,"During debugging, PC (Program Counter) value extraction is enabled through CoreSight technology on panic events, allowing developers to retrieve and analyze the program's instruction pointer at the time of the crash or error occurrence."
SYSTEM,Debugging,ECC Handler,"The SYSTEM Debugging subcategory term ""ECC Handler"" is a software module responsible for detecting and correcting errors in automotive systems' memory that occur due to single-event effects."
SYSTEM,Debugging,ITMON,"""In-Transit Monitoring (ITMON) is a system feature that tracks and analyzes vehicle data during transit, enabling real-time monitoring and debugging of automotive systems."""
SYSTEM,Debugging,Watchdog Timer,"A watchdog timer is a system component that periodically monitors and restarts a Linux-based automotive control unit if it fails to respond or becomes unresponsive, ensuring the continued operation of critical systems."
SYSTEM,Debugging,PPMU,"""Power Power Management Unit (PPMU): A system component that monitors and controls power consumption in automotive systems, enabling developers to optimize energy efficiency and troubleshoot issues."""
SYSTEM,Debugging,RAM DUMP ON PANIC,"A Linux glossary for automotive systems! Here's the glossary entry:

The RAM Dump on Panic feature captures and saves system memory contents in a crash dump file when the system experiences a panic or unexpected shutdown, providing debugging data for post-mortem analysis."
SYSTEM,GPIO,GPIO Control,"The SYSTEM/GPIO/.GPIO Control: A software module responsible for controlling and managing General-Purpose Input/Output (GPIO) pins on automotive devices, allowing for programmable input/output operations."
SYSTEM,GPIO,GPIO Interrupt Function,"The SYSTEM/GPIO/GPIO Interrupt Function: A software function that handles and processes interrupts generated by General Purpose Input/Output (GPIO) pins on an automotive system's microcontroller, enabling the system to respond to external events such as button presses or sensor readings."
SYSTEM,Interrupt Management,Interrupt Management,"""System: Interrupt Management - Mechanism for handling asynchronous events or interrupts that temporarily pause the normal flow of program execution to handle critical system tasks."""
SYSTEM,"LK
(Little Kernel)",A/B Booting,"The SYSTEM/LK (Little Kernel) term ""A/B Booting"" refers to the process of allowing two different operating systems or kernel versions to be bootable from a single device, such as an SD card."
